date,fever
2020-06-26,78.0
2020-06-27,91.0
2020-06-28,87.0
2020-06-29,90.0
2020-06-30,89.0
2020-07-01,93.95245043798609
2020-07-02,100.0
2020-07-03,76.0
2020-07-04,84.0
2020-07-05,93.0
2020-07-06,90.82523177104696
2020-07-07,92.59317315687785
2020-07-08,85.88493024392452
2020-07-09,97.94657916753188
2020-07-10,79.92013536435658
2020-07-11,95.30251806075708
2020-07-12,100.0
2020-07-13,80.0
2020-07-14,94.0
2020-07-15,86.95262605126065
2020-07-16,99.92173391379575
2020-07-17,82.28467930949361
2020-07-18,83.0
2020-07-19,77.02151582505937
2020-07-20,97.13622344798007
2020-07-21,99.0
2020-07-22,92.0
2020-07-23,83.90227123183382
2020-07-24,100.0
2020-07-25,92.57976780663596
2020-07-26,81.0
2020-07-27,78.0
2020-07-28,81.94066488702164
2020-07-29,97.29203450535447
2020-07-30,78.0
2020-07-31,79.0
2020-08-01,79.0
2020-08-02,86.0
2020-08-03,72.0
2020-08-04,83.0
2020-08-05,76.0
2020-08-06,76.0
2020-08-07,75.06674915329731
2020-08-08,92.4143322355016
2020-08-09,73.34265158181894
2020-08-10,80.0
2020-08-11,68.0
2020-08-12,75.02645538995156
2020-08-13,79.8091105949038
2020-08-14,72.0
2020-08-15,77.0
2020-08-16,64.0
2020-08-17,66.0
2020-08-18,70.0
2020-08-19,73.0
2020-08-20,69.0
2020-08-21,87.0
2020-08-22,87.0
2020-08-23,77.7286503677224
2020-08-24,73.04515558244981
2020-08-25,72.53232750727082
2020-08-26,65.0
2020-08-27,66.0
2020-08-28,47.490180696989896
2020-08-29,69.0
2020-08-30,86.57862436986183
2020-08-31,81.0
2020-09-01,80.0
2020-09-02,69.0
2020-09-03,78.0
2020-09-04,58.0
2020-09-05,67.0
2020-09-06,67.0
2020-09-07,69.90246707316561
2020-09-08,75.0
2020-09-09,68.0
2020-09-10,71.0
2020-09-11,57.0
2020-09-12,67.0
2020-09-13,67.0
2020-09-14,52.0
2020-09-15,57.003566448840274
2020-09-16,54.0
2020-09-17,54.0
2020-09-18,77.0
2020-09-19,82.0
2020-09-20,66.0
2020-09-21,64.04286540491513
2020-09-22,72.31766959385963
2020-09-23,97.0
2020-09-24,87.0
2020-09-25,72.0
2020-09-26,71.0
2020-09-27,74.0
2020-09-28,80.45650324441483
2020-09-29,72.6944237772542
2020-09-30,68.0
2020-10-01,69.0
2020-10-02,75.0
2020-10-03,71.0
2020-10-04,82.0
2020-10-05,66.0
2020-10-06,64.0
2020-10-07,81.0
2020-10-08,63.0
2020-10-09,64.31453545980115
2020-10-10,67.82972821431207
2020-10-11,66.72405657180374
2020-10-12,64.0
2020-10-13,69.0
2020-10-14,59.0
2020-10-15,72.0
2020-10-16,63.0
2020-10-17,73.0
2020-10-18,88.0
2020-10-19,72.02852869633443
2020-10-20,66.0
2020-10-21,71.16771823034897
2020-10-22,56.0
2020-10-23,73.85582545716163
2020-10-24,58.13947043679294
2020-10-25,95.0
2020-10-26,94.0
2020-10-27,85.0663219657987
2020-10-28,84.0
2020-10-29,91.0
2020-10-30,80.0
2020-10-31,91.0
2020-11-01,87.0
2020-11-02,70.0
2020-11-03,79.0
2020-11-04,70.0
2020-11-05,74.0
2020-11-06,76.34497032893654
2020-11-07,84.0
2020-11-08,93.17692931420513
2020-11-09,75.0
2020-11-10,78.0
2020-11-11,59.0
2020-11-12,65.0
2020-11-13,68.41922308743108
2020-11-14,97.0
2020-11-15,74.0
2020-11-16,83.0
2020-11-17,92.0
2020-11-18,75.0
2020-11-19,92.0
2020-11-20,83.0
2020-11-21,89.0
2020-11-22,90.0
2020-11-23,91.0
2020-11-24,92.16012167908718
2020-11-25,100.0
2020-11-26,87.99755096620632
2020-11-27,82.6063931284494
2020-11-28,103.65222117135309
2020-11-29,70.81882154907278
2020-11-30,100.0
2020-12-01,83.0620369996531
2020-12-02,79.17261014110561
2020-12-03,68.97562422776929
2020-12-04,71.0
2020-12-05,81.0
2020-12-06,75.0
2020-12-07,79.0
2020-12-08,87.0
2020-12-09,86.0
2020-12-10,72.0
2020-12-11,78.0
2020-12-12,69.0
2020-12-13,71.0
2020-12-14,82.0
2020-12-15,78.0
2020-12-16,78.0
2020-12-17,74.71679425144366
2020-12-18,73.0
2020-12-19,69.46792100027888
2020-12-20,80.76922039938079
2020-12-21,75.54004242464688
2020-12-22,80.32599310346642
2020-12-23,68.0
2020-12-24,57.0
2020-12-25,84.0
2020-12-26,86.0
2020-12-27,83.0
2020-12-28,90.0
2020-12-29,88.0
2020-12-30,96.79944452242076
2020-12-31,71.0
2021-01-01,85.0
2021-01-02,97.0
2021-01-03,93.6913940211316
2021-01-04,91.0
2021-01-05,85.0
2021-01-06,83.1655510050401
2021-01-07,78.0
2021-01-08,80.0
2021-01-09,82.0
2021-01-10,87.09506139053971
2021-01-11,84.0
2021-01-12,78.0
2021-01-13,71.0
2021-01-14,62.0
2021-01-15,78.0
2021-01-16,74.0
2021-01-17,84.0
2021-01-18,72.0
2021-01-19,82.0
2021-01-20,63.96619244835878
2021-01-21,72.30138217832612
2021-01-22,78.21384458167113
2021-01-23,71.0
2021-01-24,61.03009844252167
2021-01-25,87.0
2021-01-26,79.0
2021-01-27,83.0
2021-01-28,66.0
2021-01-29,84.61977774878831
2021-01-30,97.0
2021-01-31,98.0
2021-02-01,81.63176524136169
2021-02-02,76.6958753915481
2021-02-03,79.0
2021-02-04,79.0
2021-02-05,67.0
2021-02-06,83.0
2021-02-07,86.0
2021-02-08,71.0
2021-02-09,86.28139272590828
2021-02-10,81.73856099606961
2021-02-11,64.0
2021-02-12,71.0
2021-02-13,96.94323922668585
2021-02-14,100.0
2021-02-15,70.02406681692771
2021-02-16,87.36187606256125
2021-02-17,87.0
2021-02-18,80.98846203950134
2021-02-19,59.0
2021-02-20,79.11662369882063
2021-02-21,80.0
2021-02-22,77.0
2021-02-23,74.0
2021-02-24,62.99486709094175
2021-02-25,90.0
2021-02-26,84.98629492983846
2021-02-27,100.0
2021-02-28,79.0
2021-03-01,74.0
2021-03-02,66.0
2021-03-03,66.0
2021-03-04,72.0
2021-03-05,62.3825289922345
2021-03-06,89.6762790533788
2021-03-07,87.89740514695649
2021-03-08,100.57121895494532
2021-03-09,100.0
2021-03-10,77.0
2021-03-11,84.0
2021-03-12,85.69542589826851
2021-03-13,97.78161629098949
2021-03-14,100.0
2021-03-15,88.0
