date,cough
2020-07-21,100.0
2020-07-22,91.23512292039929
2020-07-23,100.0
2020-07-24,78.0
2020-07-25,88.0
2020-07-26,97.0
2020-07-27,86.0
2020-07-28,86.0
2020-07-29,79.0
2020-07-30,83.0
2020-07-31,93.0
2020-08-01,78.69992426939827
2020-08-02,70.0
2020-08-03,68.0
2020-08-04,67.0
2020-08-05,73.0
2020-08-06,64.0
2020-08-07,78.75552778629987
2020-08-08,69.0
2020-08-09,66.01059970044894
2020-08-10,69.32714686286491
2020-08-11,67.0
2020-08-12,56.0
2020-08-13,62.0
2020-08-14,51.86600534920626
2020-08-15,67.0
2020-08-16,71.0
2020-08-17,55.0
2020-08-18,58.0
2020-08-19,60.0
2020-08-20,59.0
2020-08-21,61.0
2020-08-22,58.96928410265138
2020-08-23,60.38097547224429
2020-08-24,58.10205751549193
2020-08-25,59.45558218002528
2020-08-26,57.0
2020-08-27,56.805200273406754
2020-08-28,62.0
2020-08-29,73.0
2020-08-30,58.17188897120602
2020-08-31,55.903349495971064
2020-09-01,61.0
2020-09-02,64.0
2020-09-03,51.0
2020-09-04,56.0
2020-09-05,75.0
2020-09-06,74.73265953531416
2020-09-07,69.0
2020-09-08,73.0
2020-09-09,75.0
2020-09-10,62.0
2020-09-11,78.36002747905282
2020-09-12,71.66867185888769
2020-09-13,67.0
2020-09-14,73.12093375521721
2020-09-15,82.3304532628947
2020-09-16,77.0
2020-09-17,85.0
2020-09-18,58.49945430105734
2020-09-19,84.0
2020-09-20,79.0
2020-09-21,78.0
2020-09-22,63.0
2020-09-23,59.0
2020-09-24,66.0
2020-09-25,85.0
2020-09-26,80.0
2020-09-27,44.0
2020-09-28,68.93729447600987
2020-09-29,83.0
2020-09-30,81.0
2020-10-01,79.0
2020-10-02,61.0
2020-10-03,83.81194530737173
2020-10-04,71.094783573933
2020-10-05,71.0
2020-10-06,56.54814563564333
2020-10-07,89.0
2020-10-08,65.2588439902382
2020-10-09,94.0
2020-10-10,98.0
2020-10-11,91.0
2020-10-12,81.0
2020-10-13,84.0
2020-10-14,67.76127034745991
2020-10-15,58.0
2020-10-16,83.29201221654169
2020-10-17,75.54787898396447
2020-10-18,83.0
2020-10-19,94.0
2020-10-20,84.0
2020-10-21,88.0
2020-10-22,87.0
2020-10-23,73.0
2020-10-24,73.0
2020-10-25,82.61488862174755
2020-10-26,68.0
2020-10-27,95.0
2020-10-28,78.0
2020-10-29,71.0
2020-10-30,69.0
2020-10-31,87.65243013651333
2020-11-01,89.21391528733999
2020-11-02,76.92088719916184
2020-11-03,61.96808822959511
2020-11-04,76.79632173207817
2020-11-05,86.0
2020-11-06,62.0
2020-11-07,79.0
2020-11-08,69.47704602778022
2020-11-09,95.0
2020-11-10,79.0
2020-11-11,77.0
2020-11-12,91.0
2020-11-13,76.0
2020-11-14,84.0
2020-11-15,87.0
2020-11-16,71.0
2020-11-17,72.14777416740438
2020-11-18,100.0
2020-11-19,81.34281745344491
2020-11-20,73.0
2020-11-21,82.69518754246741
2020-11-22,100.0
2020-11-23,80.0
2020-11-24,94.0
2020-11-25,91.0
2020-11-26,73.0
2020-11-27,83.56920969184407
2020-11-28,99.90389869139021
2020-11-29,100.0
2020-11-30,66.0
2020-12-01,66.0
2020-12-02,84.0
2020-12-03,71.0
2020-12-04,64.0
2020-12-05,84.0
2020-12-06,78.0
2020-12-07,72.0
2020-12-08,90.0
2020-12-09,80.0
2020-12-10,78.0
2020-12-11,55.0
2020-12-12,74.0
2020-12-13,49.0
2020-12-14,73.0
2020-12-15,73.0
2020-12-16,75.30463597081146
2020-12-17,64.3231633239265
2020-12-18,59.0
2020-12-19,68.10789507257086
2020-12-20,84.0
2020-12-21,55.0
2020-12-22,71.0
2020-12-23,66.0
2020-12-24,78.0
2020-12-25,74.31700811081808
2020-12-26,84.4445643856234
2020-12-27,99.0
2020-12-28,91.28945686361503
2020-12-29,80.0
2020-12-30,61.0
2020-12-31,63.0
2021-01-01,77.05593135869404
2021-01-02,98.0
2021-01-03,77.0473781678799
2021-01-04,63.12987815849147
2021-01-05,64.0
2021-01-06,87.0
2021-01-07,70.0
2021-01-08,73.0
2021-01-09,85.0
2021-01-10,83.0
2021-01-11,68.0
2021-01-12,71.0
2021-01-13,69.0
2021-01-14,75.0
2021-01-15,79.0
2021-01-16,75.0
2021-01-17,88.0
2021-01-18,63.0
2021-01-19,87.0
2021-01-20,75.0
2021-01-21,68.0
2021-01-22,68.0
2021-01-23,77.0
2021-01-24,75.0
2021-01-25,60.82201148492549
2021-01-26,82.1382616848176
2021-01-27,79.0
2021-01-28,79.0
2021-01-29,77.62030796838253
2021-01-30,64.0
2021-01-31,70.45298492359895
2021-02-01,67.63075972401752
2021-02-02,78.0
2021-02-03,90.86799485017464
2021-02-04,85.2151626647939
2021-02-05,97.0
2021-02-06,72.0
2021-02-07,89.0
2021-02-08,71.0
2021-02-09,73.0
2021-02-10,88.0
2021-02-11,80.0
2021-02-12,77.0
2021-02-13,65.0
2021-02-14,74.0
2021-02-15,76.0
2021-02-16,71.53713371665525
2021-02-17,71.0
2021-02-18,81.90415998236462
2021-02-19,66.0
2021-02-20,80.0
2021-02-21,75.0
2021-02-22,88.0
2021-02-23,98.25209677381957
2021-02-24,99.0
2021-02-25,85.0
2021-02-26,74.0
2021-02-27,99.0
2021-02-28,88.14245434491497
2021-03-01,72.0
2021-03-02,62.609981445059006
2021-03-03,60.49562576987965
2021-03-04,100.0
2021-03-05,76.87565775754496
2021-03-06,85.0
2021-03-07,83.0
2021-03-08,94.83192730033434
2021-03-09,88.00047012136628
2021-03-10,84.0
2021-03-11,90.0
2021-03-12,75.23659238159293
2021-03-13,100.0
2021-03-14,78.0
2021-03-15,86.0
