date,lagnat
2020-09-01,0.0
2020-09-02,70.0
2020-09-03,0.0
2020-09-04,0.0
2020-09-05,0.0
2020-09-06,0.0
2020-09-07,64.0
2020-09-08,93.91771883289125
2020-09-09,0.0
2020-09-10,0.0
2020-09-11,95.0
2020-09-12,0.0
2020-09-13,0.0
2020-09-14,0.0
2020-09-15,0.0
2020-09-16,0.0
2020-09-17,0.0
2020-09-18,0.0
2020-09-19,0.0
2020-09-20,100.0
2020-09-21,0.0
2020-09-22,85.0
2020-09-23,61.0
2020-09-24,0.0
2020-09-25,0.0
2020-09-26,0.0
2020-09-27,56.0
2020-09-28,0.0
2020-09-29,43.0
2020-09-30,0.0
2020-10-01,0.0
2020-10-02,0.0
2020-10-03,0.0
2020-10-04,0.0
2020-10-05,0.0
2020-10-06,0.0
2020-10-07,0.0
2020-10-08,0.0
2020-10-09,0.0
2020-10-10,0.0
2020-10-11,56.0
2020-10-12,0.0
2020-10-13,0.0
2020-10-14,71.0
2020-10-15,0.0
2020-10-16,0.0
2020-10-17,0.0
2020-10-18,0.0
2020-10-19,0.0
2020-10-20,0.0
2020-10-21,48.0
2020-10-22,0.0
2020-10-23,63.0
2020-10-24,0.0
2020-10-25,0.0
2020-10-26,0.0
2020-10-27,0.0
2020-10-28,0.0
2020-10-29,0.0
2020-10-30,70.0
2020-10-31,91.0
2020-11-01,0.0
2020-11-02,90.0
2020-11-03,0.0
2020-11-04,0.0
2020-11-05,0.0
2020-11-06,0.0
2020-11-07,0.0
2020-11-08,84.0
2020-11-09,0.0
2020-11-10,0.0
2020-11-11,0.0
2020-11-12,0.0
2020-11-13,0.0
2020-11-14,0.0
2020-11-15,0.0
2020-11-16,0.0
2020-11-17,0.0
2020-11-18,70.0
2020-11-19,0.0
2020-11-20,0.0
2020-11-21,85.0
2020-11-22,0.0
2020-11-23,0.0
2020-11-24,0.0
2020-11-25,0.0
2020-11-26,0.0
2020-11-27,0.0
2020-11-28,0.0
2020-11-29,0.0
2020-11-30,0.0
2020-12-01,0.0
2020-12-02,0.0
2020-12-03,0.0
2020-12-04,100.0
2020-12-05,0.0
2020-12-06,0.0
2020-12-07,0.0
2020-12-08,0.0
2020-12-09,98.0
2020-12-10,0.0
2020-12-11,0.0
2020-12-12,100.0
2020-12-13,0.0
2020-12-14,0.0
2020-12-15,72.0
2020-12-16,0.0
2020-12-17,0.0
2020-12-18,0.0
2020-12-19,0.0
2020-12-20,0.0
2020-12-21,0.0
2020-12-22,0.0
2020-12-23,0.0
2020-12-24,0.0
2020-12-25,0.0
2020-12-26,0.0
2020-12-27,65.0
2020-12-28,68.0
2020-12-29,75.0
2020-12-30,0.0
2020-12-31,0.0
2021-01-01,0.0
2021-01-02,0.0
2021-01-03,0.0
2021-01-04,0.0
2021-01-05,77.0
2021-01-06,64.0
2021-01-07,0.0
2021-01-08,0.0
2021-01-09,0.0
2021-01-10,0.0
2021-01-11,0.0
2021-01-12,84.0
2021-01-13,97.0
2021-01-14,78.0
2021-01-15,0.0
2021-01-16,70.59440879523162
2021-01-17,0.0
2021-01-18,0.0
2021-01-19,0.0
2021-01-20,59.0
2021-01-21,0.0
2021-01-22,0.0
2021-01-23,0.0
2021-01-24,0.0
2021-01-25,0.0
2021-01-26,71.0
2021-01-27,0.0
2021-01-28,60.0
2021-01-29,0.0
2021-01-30,100.0
2021-01-31,0.0
2021-02-01,0.0
2021-02-02,0.0
2021-02-03,68.0
2021-02-04,0.0
2021-02-05,0.0
2021-02-06,80.0
2021-02-07,0.0
2021-02-08,0.0
2021-02-09,0.0
2021-02-10,0.0
2021-02-11,0.0
2021-02-12,70.0
2021-02-13,0.0
2021-02-14,0.0
2021-02-15,0.0
2021-02-16,0.0
2021-02-17,0.0
2021-02-18,42.34687996936694
2021-02-19,0.0
2021-02-20,74.0
2021-02-21,97.0
2021-02-22,0.0
2021-02-23,60.0
2021-02-24,0.0
2021-02-25,0.0
2021-02-26,0.0
2021-02-27,87.0
2021-02-28,0.0
2021-03-01,0.0
2021-03-02,56.0
2021-03-03,72.0
2021-03-04,0.0
2021-03-05,75.0
2021-03-06,0.0
2021-03-07,71.0
2021-03-08,0.0
2021-03-09,77.0
2021-03-10,0.0
2021-03-11,55.0
2021-03-12,87.10649805553594
2021-03-13,100.0
2021-03-14,89.0
2021-03-15,65.0
